岗位名称,技能词1,特征值1,技能词2,特征值2,技能词3,特征值3,技能词4,特征值4,技能词5,特征值5,技能词6,特征值6,技能词7,特征值7,技能词8,特征值8,技能词9,特征值9,技能词10,特征值10
.NET培训讲师,net,560.8463431408993,创业心态,503.31949336052384,型关系型数据库,370.12507443840695,分布式微服务,325.811342821442,后端系统,307.58413483143124,前后端代码分离架构,296.19212983767454,阿里巴巴,295.7146420628352,云计算工作经验,279.6219407558466,开发语言,215.5756421350568,net开发运维,213.66293448475616
3D设计/建模,基础设计理论,1913.8568389511267,美术功底,1630.7717272816883,blender,1251.9969953686248,人体解剖结构,1239.2574774040522,数理功底,1100.2671745509365,设计技巧,1091.1524359559214,手绘板绘制,998.0494345289901,审美力,997.0512267091311,组合分析,991.1044344568337,造型功底,979.2839156387548
AE客户执行,广告营销,854.4003745317534,32位单片机,359.47175986392614,单片机,296.7231603712169,精细化个人工作经验,273.4081198501609,模拟电路,241.02959238754707,团队工作效率,227.84009987513411,客户心理,227.52708750739077,充电管理,212.65075988345856,审美水准,212.37485964787902,自动控制理论基础,204.2993867746829
AI开发工程师,caffe,1018.7918898115956,产品研发的方法论,991.1044344568337,yolo算法,717.6963146066727,全流程项目管理,660.736289637889,python程序,554.4532106790396,pillow,512.640224719052,深度学习算法,472.34758636073633,机器学习,433.4191483476376,dicom协议,410.11217977524154,海量数据处理,397.4570514598669
Android培训讲师,android,2036.8853041062475,java语言,1183.2054638685136,面向对象的设计思想,944.3918278609385,数据结构,784.2679277623391,第三方人力,674.2904305618647,androidstudio开发工具,615.1682696628625,系统组件,561.6753766487005,网络基础,505.24435014988035,开发架构,454.6895906203765,常用开发组件,447.39510520935454
BD经理,市场拓展素质,228.9587873620498,交际技巧,206.28178069226192,国外客户进行交流,205.05608988762077,沟通表达理,165.24568120815195,反映敏捷,151.85153715344336,大局观念,148.46279783423682,市场分析,138.2754238134926,商务谈判,111.97720186033418,工作热情,76.29534983195381,组织协调力,62.88266027212323
C++传感器仿真工程师,生产质量,911.5576384561934,整车质量意识,649.5623308046686,摄像头,554.032991402988,零配件,500.11544704207273,多目标匹配算法,328.08974382019323,压力传感器原理,273.40811985016103,理论知识,247.23376014989535,gnss,224.18143968996236,毫米波雷达,209.15173457308558,imu,207.935843826597
C++开发工程师,c1证,3821.165493090921,数据结构,3095.773435446603,linux操作命令4,2313.5491700071634,代码规范,2046.1224553721456,windows,1842.752781136617,功底好,1774.0458685732042,gdb调试技术,1618.1043733953989,设计模式,1457.850082500133,gcc,1447.0546115789866,make,1154.7189903085446
CAD设计/制图,愿意往技术,410.1121797752413,桌面软件,363.5085229826005,常用算法,353.22852558984835,文档阅读,332.70844646992947,三维设计开发软件,247.15896679093618,工作负责,172.3993796176386,代码阅读,158.10217813057025,libigl,126.93948421614623,数据结构,125.58014191901566,数学基础,123.82100843719994
CTA/临床试验助理,临床试验相关政策,683.5202996254026,临床试验开展流程,598.0802621722272,临床试验经验,248.3344645904988,车辆结构,234.61173622315397,可靠性路试试验经验,223.28329787763147,整车耐久,212.24255870079156,耐久试验场标准,175.43687690385332,notebook,163.77826018894265,组织活动经验,149.41160707255918,电子电气,136.7040599250805
ERP实施顾问,行业销售,474.19220786512295,文档撰写,336.718810831921,需求分析,248.07131383735398,财务管理流程,229.99089501417578,挖掘客户需求,133.61534781851577,ppt操作,93.80493105306736,服务意识足,68.01562483039476,形成解决方案,50.444421222027906,工作责任心,37.97827389012122,高度额责任心,36.40767919147557
ETL开发,db2,1935.734719459566,基本功扎实,478.3844194130615,出差沟通需求,459.06577536475373,storm,440.62750785843053,短期在客户现场作业,439.0108943939615,数据变化敏感度,324.60438022420016,数据质量产品,318.68160856920804,数据库知识,292.72720298615064,型关系型数据库,265.43156540126387,自动化测,248.65911562515973
FPGA开发,硬件描述语言,888.5763895130235,图像专业方向的算法,683.5202996254025,vcs,553.2637136449903,数字电,538.566616320843,资源评估,528.1747769832655,时序约束,503.33479816996373,通信原理,487.4188847128497,低速模块,478.4642097377819,仿真验证工具,476.02306581054813,总线规范,448.9485604357757
HRBP,业务理解力,239.23210486889084,准备长期在人力方向发展的规划,239.23210486889084,上人力资源,239.23210486889084,决策力,183.98990743158734,人力资源政策,172.4901604451202,工作规划,171.8053743223952,商务谈判,171.076280619955,业务思维,168.95269468659956,计算机水平,152.23861218929414,口语流,135.12020044791794
HR培训讲师,人力资源管理专业知识,311.8639291037242,日语二级证书,239.2321048688909,行业人力资源管理体系,239.2321048688909,判断力,206.50645030294174,沟通协作,195.71980299581526,地方劳动人事政策法规,191.38568389511275,亲和؜力,142.49056199560133,人力资源管理各项实务的操作流程,129.1857165406194,学习心,122.0844338962015,沟通反馈意识,121.95429126114766
IC测试工程师,芯片制造流程,4890.9674773195475,处理器,4050.896660372563,职位方向专业技能,2278.4009987513414,vcs,2260.1323872179746,逻辑设计,1973.6957956300796,硬件设计语言,1822.7207990010734,以太网控制器,1518.933999167561,数字设计流程,1367.0405992508051,spi,1302.0310770949573,perl一种,1217.712197456703
IOS客户端开发工程师,swift,1181.4640182914245,代码结构,384.65918935235715,个人开发,281.9521235954785,数据结构,246.752542329865,操作系统,243.4591322506017,设计规范,231.4342565200332,开发经验,216.1834697435758,架构设计,192.16070350838817,信机制,179.42407865166814,客户端,168.74470240644422
IP软件工程师,脚本编写,666.4322921347676,vcs,629.7474661110923,逻辑设计,601.3604377310398,spyglass,592.3842596753484,演出策划,398.7201747814849,数字电,386.68016022334564,文旅策划,358.84815730333634,地产策划,318.9761398251879,tcl,315.83907965562105,高速测试仪器,218.7264958801288
IT技术架构工程师,linux环境,941.4472968025822,产品交互的体验,913.2590669994961,需求判断,667.3816258842473,数据挖掘算法,538.922073947648,spark,400.11067337461094,控制决策,346.2975712740973,axcure,191.53204184568654,python程序,144.83417871240377,mybati,138.10983403181535,多线程处理,118.37342411682359
IT运营工程师,物联网产品开发经验,751.8723295879429,解决网络,717.6963146066727,服务器,512.2345019972086,态度积极主动,461.37620224714664,计算机基础理论知识,444.28819475651164,负责公司电脑系统的维护,444.28819475651164,综合布线,444.28819475651164,汇报材料,435.43978835184527,三层网络协议,404.8543313165846,设计文档,376.4233960920098
JAVA开发实施工程师,java语言,4267.945596614699,mybati,3425.145132562836,springcloud,2562.408483738445,面向对象思想,1685.089753111812,外语听说读写,1469.5686441946154,servlet,1005.9682885915447,redis,878.5447285438676,数据结构,877.875964941309,sql编写,744.6088557272618,多线程处理,690.0757301013348
LABVIEW工程师,销售思维,1177.9759647897176,实践经验,843.5404278800136,处理管理,753.6358644749486,商务谈判,638.6847809811653,社会实践经历,524.0539075489032,原则性,466.6272767928995,清晰的职业规划,456.67867449525187,服装工程相关专业知识,444.2881947565116,学生会干部,410.75413226598414,领导力,380.57267140247893
NLP算法工程师,自然语言生成,1846.2608728263556,文本分类,680.0150673196312,python程序,422.2402901832464,命名实体识,392.1749334999616,知识图谱,381.95856606823014,机器学习,356.8167150252033,算法基础,325.17399613285755,语言模型,318.97613982518783,机器学习模型,316.6010949015735,学习框架,315.47090751941647
PCB工程师,allegro,618.8549641062821,模拟电路基础,534.8610725240619,爱钻研思考,437.45299176025765,数字电路基础知识,322.23099839483257,数字电,317.2760289012067,基础理论知识,280.7803341637866,电池管理系统,227.84009987513414,工作态度,205.05608988762077,模拟电路,101.97405831780839,电子产品,29.58580022327355
PC工程师,报告设计,1119.9495056453247,文档整理,559.8285062722662,编写习惯,279.9142531361331,开发经验,140.1189155745399,ppt操作,123.86597073416617,电气控制柜设计,111.56305382073367,电气接线,105.3991268016095,文档阅读,92.89295656425384,团队精神6,71.18519260359373,持续学习,46.25971519940592
PHP,web业务开发,649.3442846441325,网站开发过程,627.6994751559947,mvc框架,584.4098561797192,opensource软件开发,520.5269974070374,yii2经验,519.475427715306,分布式系统设计,505.02840569093877,软件开发过程,464.088578194689,svn版本维护,432.896189762755,web系统的开发经验,425.301519766917,代码习惯,392.95562681136244
QA质量保证工程师,文件撰写,700.6083071160375,数理统计理论,683.5202996254026,检定方法验证,307.58413483143113,药学相关专业知识,307.58413483143113,药品生产质量管理规范,273.40811985016103,食品行业相关标准,239.2321048688909,工程架构,218.20022260038408,法律法规,214.68857276159045,团队分享,205.0560898876208,食品安全管理体系,170.88007490635064
SAP顾问,报表开发,365.4106631463029,听说读写,169.15687086680674,系统分析,164.82709495464823,java语言,146.58066665541799,电力系统,111.24011470322678,mybati,105.34503857081413,net,86.39255207137397,tableau,80.19261588993207,docker,77.67465697257684,操作系统的基础知识,43.830795568490224
U3D开发工程师,lua,769.2799712039292,技术基础,601.8649321985448,游戏特效,526.3961786698422,美术创作理论,492.1346157302897,理解算法,435.3064811593907,利用美术相关软件,369.1009617977172,特效制作流程,351.8502113786,架构设计,259.2644412414761,数据结构,242.51254951426674,计算机基础,177.23483921049478
UE4客户端开发,脚本开发,784.1839420859172,美术风格,545.3075814493551,研究精神,528.1747769832654,动画编辑器,516.4375597169707,功能模块,484.1602122346601,底层细节,435.74419101119406,编码习惯,402.67839882577664,常用特效制作插件,387.3281697877281,lua,338.7228279699253,粒子编辑器,337.24087934120035
UI设计师,视觉设计,2380.204549945049,illustrator,1580.527603992256,交互意识,1401.2166142320752,sketch设计工具,1230.336539325725,美术功底,1197.2388814922092,figma,1175.2209135528778,审美力,1144.129585550115,设计色彩的搭配有见解,891.8312480826677,会计理论知识,817.653603143743,产品交互,791.0595313131066
Unity3D工程师,基本算法,2583.766041737432,lua,2382.0279635523125,物理算法,2093.4498534972313,计算机图形学,1293.1542852661316,perl一种,1151.5940483178904,脚本语言,1056.3797791573788,数据结构的设计,423.2995569142984,python程序,404.94344167137126,逻辑思考力,223.4480410893764,数据结构,137.183723894582
WCS开发工程师,计算机技术基础,628.4102542168021,算法基础,83.9272293962614,数据结构,62.9925262781244,kafka,61.34393767801714,自驱力,52.043287891425514,python程序,50.76503343079472,offic办公软件,48.518756771284274,英语四级通,33.52497688311288,逻辑推理,18.526435397894286,火电厂方面,17.088007490635057
java,java语言,3734.3759181453856,mybati,2106.697187070476,springcloud,1280.3108536700358,jsp,827.426251250501,形成解决方案,714.0688070762617,分布式系统的设计,681.2339906034391,web服务端开发知识,649.3442846441326,多线程处理,646.0522406121565,性能监控,543.825796362059,git操作,520.9090483699732
python,网络协议,474.48741855251785,数学统计知识,448.56019662917015,python程序,412.01610103914385,tornado,401.1966976062145,开发语言,342.01904761811903,数理统计分析,328.9441441947248,web安全,328.5584359092539,理解算法,301.08698280191186,geek精神,297.7298951994099,机器学习,293.489058134585
专利工程师,技术理解力,266.99763596946536,热爱查阅文献,239.23210486889084,语言组织,208.89281810152565,阅读英文专利,199.3600873907424,文献检索,84.59255655584928,英语6级,80.85131927756862,沟通协作,76.11325672059482,英语书面,70.29436847050103,中英文阅读,68.97444547794731,口头表达,41.618348904084236
业务品质管培生,文案撰写,470.66243687324334,学习领悟,273.40811985016103,思考学习,253.69219923509436,思维灵活,233.03988054670583,质量管理流程,205.05608988762071,英语四级通,171.8155065259535,道德素养,165.51548062921336,追求上进,156.23321134294912,同理心,146.5562631277125,实习经验,118.11353523223447
业务定向生,分析工作,205.05608988762071,竞争意识,187.31079027218033,文档规范性,170.88007490635056,爱管事,158.76168469435322,处事灵活度,154.35458312330758,陌生人打交道,120.12233539699432,工作责任心,71.20926354397729,管理潜质,65.85764408775306,进取心,59.15878532620594,谦虚谨慎,58.02024934310939
业务管培生,智能家居产品,533.1458337078138,活动执行力,227.8400998751342,事业心,111.45053925935207,责任感6,83.63601040258507,与人沟通,77.16251095062727,促进团队成功,71.76963146066721,解决问题的意识,65.06782355450747,向客户进行公司,45.56801997502684,极富团队合作精神,39.75332880619843,word文档,37.02530749037249
业务项目规划管理岗,组织沟通,1669.1243497886842,划项目的方案规划设计,1033.8244531834212,地形分析,563.904247190957,国内规划领域的相关规范,469.9202059924641,规划设计素质,441.49912509632594,数据库程序,433.42974655848644,办公操作软件,418.18838483101246,系统分析的方法,414.9944676297086,管理工具,410.67683836310187,职业操,354.7244663963766
业务顾问,持续的推动力,1667.7895310859824,项目全生命周期管理,1199.5781258425811,生物医药,782.7565170444078,项目管理理论,772.6513962812712,改进工作流程,649.3442846441324,诚信务实,608.3330666666081,目标意识,533.6697037768353,售后服务意识,379.35376629209844,英语水平,351.1425215053533,了解公司产品,347.17632795408684
临床专员,超声影像设备诊断,478.4642097377818,培训技巧,299.0401310861136,书写流,72.24358117267491,人际交往,54.094940419147754,用户服务意识,41.533520504054884,沟通表达理,41.38057232798717,ppt操作,35.493757695755214,化办公软件,19.60247751056683,极富团队合作精神,5.606238677797215,执行力,4.582053041297775
临床助理,网络应用程序,887.9661035312154,临床业务,546.8162397003221,医院流程,492.13461573028985,实验思维,328.08974382019323,检验类产品临床,273.40811985016103,保证流程,256.83548385369335,管理中心,144.5908326130659,文案组织,143.53926292133454,临床试验经验,119.39156951466289,化办公软件,113.64667122511592
临床监查员/CRA,国家药物临床试验管理规,239.23210486889084,理解力,156.63425367931853,药品临床研究项目管理,152.36806679149595,听说读写,149.13422084583783,整个流程,123.41338743236432,沟通交互,96.0820491856998,临床试验经验,74.50033937714964,ppt操作,68.29702646996631,口头表达,62.42752335612636,化办公软件,61.607786461781465
主播,临场发挥,439.4059069020444,表现欲,216.44809488137747,效沟通技巧,110.44602073283156,表现力,99.14785640835662,调动气氛,96.8351984545865,与粉丝聊天互动,91.13603995005369,正形象气质,87.08445154776149,品德端正,84.63779064305727,后台操作,80.30879856346608,责任性,74.39682714045374
互联网运营,基金公司营销策划,786.048344569213,会计师,655.0402871410108,表演力,580.992254681592,热爱市场开发,546.8162397003221,办公软件工具,511.75491938331896,金融产品,314.9497366319292,文案撰写,256.45068675785694,活跃的思维,256.07463346427517,陌生人打交道,240.24467079398863,英语6级,207.9033924280336
互联网销售,行业信息洞察,2594.270228123687,打字流畅,1230.336539325725,研发过程管理,842.490551129189,主动性优,751.8723295879427,管理产业链,751.095601974732,头脑思维灵活,615.1682696628625,需求分析方法,600.7373185265675,需求分析工具,448.10367365670055,区块链行业,403.99238495033103,制造流程,391.47071705818513
亚马逊运营,平台相关政策,1063.2537994172928,平台运营环境,930.3470744901313,1年以上工作经验,827.816921607974,商品管理经验,797.4403495629696,检索方法,683.5202996254025,英语四级通,672.4043658942526,平台各项政策,551.259435423973,海外仓运作模式,478.46420973778163,空白市场,455.6801997502683,亚马逊平台规则与政策,444.2881947565116
交互设计师,用户体验原则,2870.7852584266902,交互设计方法,1634.7527166040875,交互理论,843.0083695379963,重视细节,640.7925043933567,移动端用户体验,580.9922546815922,用户体验地图方法,577.1949196836728,热衷于产品设计,505.8050217227975,用户同理心,469.3075726407352,android,402.96757420205887,花型设计,389.7520250630178
交易顾问,人际沟通影响力,580.9922546815922,债券基础知识,580.9922546815922,各类交易规则,517.6782178282817,黑色现货,444.2881947565116,负责量化交易系统研发,410.11217977524143,金融市场,406.7210697733033,债券方,390.7903146515712,计算机操作系统原理,388.6529250192777,医药信息收集,378.5155783506067,柜台交易系统,366.38321714483834
产品专家,产品新功能,10859.42876029858,自驱力,7015.59291469716,团队意识,4065.336816628896,用户服务意识,1458.5595141718097,3年以上运维开发,717.6963146066727,维重建算法,410.11217977524143,prometheus,318.9761398251877,grafana,263.4721184089077,位姿估计,258.4718126062633,算法移植,205.05608988762071
产品交付工程师,结果导向思维,5311.484163802938,人际交往技能,3691.009617977174,用户服务意识,1064.126799842452,志存高远,849.8435725342509,客户业务,563.904247190957,人力资源行业,556.0875899781109,管理流程,425.6770651876574,客户服务精神,327.97544404650085,学上进心,292.6965856482583,思维活跃,254.60695338292285
产品助理,输出书面材料,1066.291667415628,互联网产品,1046.4163494775955,竞品分析,996.7750957986254,项目组产品开发经验,956.9284194755633,医疗市场,888.5763895130233,文字功力,888.5763895130233,数据收集分析,888.5763895130232,市场趋势,825.3528249120141,axcure,806.7548844305228,善创变,797.6486002294149
产品培训,敏捷的洞察,1123.9733461996968,沟综合素质,440.403096886028,自驱力,420.78838174435896,文案撰写,337.9114931397644,绘图软件,317.14041196565665,系统分析,313.9563713421872,创造力,281.55226967690066,数据敏感意识,227.84009987513392,书面表达,208.5034001952061,技术方向,165.18407240947246
产品工程师,专业性开发软件,995.9867223113007,芯片制造工艺特别是光刻工艺,922.7524044942933,敬业负责,901.2208237570326,关键技术,887.3326992907988,专业基础,786.7029446378348,工作知识,768.9603370785776,本行业理论知识,751.8723295879429,本行业国内,657.8882883894499,管理冲突,615.168269662862,校内外活动,606.6422053267518
产品开发管培生,html5css,382.6476978708684,计算机原理,188.94901325273625,react技术栈,184.58954911444195,组织协调力,182.02875341930408,程序设计,176.59974761112449,计算机基础,124.44730222341838,接待礼仪,82.56423332088899,页面架构,81.67230565114468,布控3,77.07830698374386,linux操作命令4,67.24327021350703
产品测试,研发基本流程,748.5205867077046,嵌入式产品测试相关标准,654.9555133692417,功能测试,394.9697006775307,开发测试流程,377.44496525846455,界面测试,374.26029335385226,实验测试仪器设备,300.42759720621916,测试工具,261.7172862695618,测试方法,246.94924417503546,原则性,205.64619072758978,爱岗敬业,159.670787819885
产品研发,产品的常规缺陷,1059.4564644193738,优化老产品的工艺,956.9284194755636,降低生产能耗,820.2243595504831,高度认同细胞治疗行业前景,736.0987842119719,饮料生产研发相关设备,683.5202996254026,工艺材料基本常识,660.9524241211861,善创变,498.53037514338433,组织编写说明书,480.2286452287819,实验设备,466.2980126129547,复合材料生产的成型工艺,375.93616479397144
产品研发工程师,聚氨酯,1477.6478110740084,制冷暖通专业知识,1184.1906857429203,移动破,1059.456464419374,橡胶件,998.612274412495,机械设计相关标准,964.257339568176,计算机基础理论,751.8723295879427,齿轮传动,642.5090816478781,制图软件,564.7973626381271,法律专业知识,556.175373439629,书面英语,552.1289936765384
产品研究,技能基础,820.2243595504829,严谨的科研思维,410.11217977524143,爱岗敬业,122.95504516611467,工作态度,75.72135704475355,团队意识,65.11049956562796,英文读写,0.0,offic办公软件,0.0,,,,,,
产品管培生,需求调研,717.6963146066726,理科思,717.6963146066726,产品常用设计软件,448.5601966291703,竞品分析,447.27087631989605,抽象思维,410.11217977524154,axcure,409.9821003831992,沟通表达技巧,350.81993742298846,英文功底,321.13965508686726,计算机原理,305.22532910057396,全局思维,286.4210415370242
产品经理,axcure,3658.7199240927835,需求分析,1541.131678637921,offer知识,1532.551499552047,撰写文档,1483.3771350961383,互联网产品,1346.1094183927275,产品设计,1258.3498361174609,逻辑思考力,1179.474630811271,用户体验,1059.456464419374,大型企业流程管理产品,1025.2804494381037,用户共情,991.1044344568337
产品经理管培生,互联网发展趋势,878.7331372417266,测未来产品发展,790.8598235175539,书面交流,703.1154250673759,数据测算方法,702.9865097933813,产品开发,674.1756096634754,决策指导,594.6626606741,在校综合表现,572.9507510410682,业务规划,489.9032685811949,创新精神,409.05537901406564,思维逻辑性,377.97438486196734
产品行销经理,党团干部,6424.85026653247,接受新事物的意识,3824.755211249467,乐于接受挑战,2296.5583737540646,学生会干部,1353.332325653362,课程学习成绩,173.9371836557722,人际交往,66.97468813799242,承压力,51.82339354094581,领导力,33.77617207845227,沟通表达理,29.20981576093212,极富团队合作精神,17.29925077720283
产品讲师,服务理念,209.3560349773474,化办公软件,136.2838912639408,沟通表达理,58.41963152186424,积极主动,55.23871951504689,文化素质,51.122970329955976,团队意识,44.76346845136922,职业道德,37.84927757759374,语言表达,30.91621874853175,普通话标准,18.268436594587488,高度额责任心,4.810624277552327
产品设计,产品项目管理相关工具,1811.328794007316,互联网快速迭代开发的模式,1811.328794007316,软件需求分析,1754.3687690385327,在校成绩良好,1595.3979067122052,铸铁类产品开发流程,1568.299354140507,产品设计相关流程,1435.3926292133451,结合用户需求设计开发产品,1332.864584269535,管理流程,1238.3332805459122,三维设计工具,1153.8786596560883,生产工艺,1034.941977569375
产品运营,互联网游戏,1093.632479400644,同类型工作,1093.632479400644,产品or运营经验,1023.4500682126444,服务热情,1011.6100434455957,书面沟通,986.9035129041588,游戏运营方式,969.5719130382919,合规意识,915.1442299186891,游戏用户行为,795.369075927741,客户视角,701.9448935231669,主动性,625.4757846649255
京东运营,数据回收,2796.219407558465,数字敏感性,730.7672344538581,处理人际关系,564.944337086858,事业心,542.6162306222992,谈判技巧,499.38759965490965,逻辑思考力,486.5074928504101,京东各项规定,444.2881947565116,进取心,392.6667932952443,语言组织,382.97016651946365,产品的上架,376.3117253981611
人力专员,国家相关法规,436.46211049763394,人力资源管理各项实务的操作流程,387.55714962185823,国家各项劳动人事法规政策,341.5883269446897,人力资源六大板块内容,333.4313023949465,国家劳动法规,273.5511387591487,合同管理,273.40811985016103,劳动政策,239.2321048688909,5年以人力资源管理,239.2321048688909,人力资源管理思维,236.6153383862562,招聘渠道开发,223.617761360165
人力行政专员,基本商务接待礼仪,686.3683008738416,行政公文撰写,286.98248126173604,道德品质,174.7354146581062,亲和؜力,161.54980914150977,头脑灵活,137.96953862554216,视频混剪,89.85942871343747,书面表达,82.30397376126555,主动沟通意识,80.75703842945111,人力资源,76.08262944323981,公文写作功底,68.73950441367948
人力资源培训,人力资源各模块工作内容,1784.2034952987958,国家政策,983.418097026561,人力资源,934.3480808818925,主动工作的态度,797.4403495629698,人力资源六大板块内容,687.7020611895772,探索精神,372.99240449497364,公文写作基础,341.7601498127013,swot分析法,341.7601498127013,与人沟通,330.6964755026883,沟通反馈意识,321.4638896211814
人力资源管培生,人力资源六大板块内容,1125.3306455829445,奢侈品,297.36675796459565,swot分析法,239.2321048688909,配置方法,239.23210486889084,电商行业基本运营模式,239.23210486889084,向往茶,233.5584887337044,灵活向上,218.72649588012882,offic办公软件,192.23632023130472,文化活动策划,191.3856838951127,职位分析,182.84168014979514
人工智能芯片软件工程师,推荐算法,696.671486915022,yolo,652.4511950969753,计算机视觉,582.1053369317298,学习理论,416.52018258422953,llvm,345.5574848106201,行业研究,322.8587848926673,机器学习建模,277.6801217228197,文本相关性分析,249.9121095505377,计算机体系结构,246.99580595536355,接流程,240.53253245056362
仓储运营专员,系统逻辑,1401.216614232075,物流知识,594.1679651988488,英文读写,392.0864675597877,总结项目所,378.7882412865764,不断优化流程,214.820665596555,沟通交互,179.93547392958317,自驱动力,95.9413745705187,offic办公软件,48.518756771284274,创新精神,44.74043207966343,协调沟通,28.49269589905618
仓库管理员,大数据平台生态组件,2341.391701155889,文档数据库,1648.335491788952,型关系型数据库,1356.0755661715198,hbase,1267.8542637228668,spark,1183.3700770903195,flink,1031.2810720837736,storm,1028.1308516696713,yarn,749.243405358614,sql基础,683.5202996254025,数仓主题,512.6402247190518
代理商销售,社交人脉基础,363.0443784210479,校园推广,256.32011235952587,人脉关系,222.14409737825582,社团工作经历,188.06695399948399,校园活动实施,170.88007490635064,陌生人打交道,166.83657694026988,团队意识,150.56803024551465,目标敏感,73.20822992666727,理解力,25.17336219846191,喜欢与人沟通,24.779963339366795
仿真工程师,hyperworks,1025.2804494381037,网格划分及静强度,922.7524044942933,弹塑性力学,820.2243595504833,abaqus,707.2536433623952,步进电机,514.4047775740119,电机微观振动机理,384.48016853928897,计算机图形学,334.07645690405997,ansa,333.2161460673837,流体仿真分析,321.25454082393907,材料、力学,301.6522084099637
企业文化,爱剪辑,166.74279327845545,高度认同公司企业文化,166.68378616045064,视频混剪,114.10721106468249,设计软件,112.07640045815582,脚本撰写,95.20461316210962,前期拍摄,87.88118138040889,沟通协作,76.11325672059482,自我成就意识,74.49929283393068,画面特效包装,73.2343178170074,组织实施,61.51682696628624
企业管理咨询,探索精神,521.1674692943468,文字撰写功底,460.30673542605956,语言组织,432.7065517817317,运营管理,338.64166119444945,沟综合素质,273.04992006933736,前端开发,232.8438365408874,核心胜任力,185.45945135628222,表达沟通,152.8516167635041,条理性好,120.29058067483112,数据资料收集,85.84779605423986
企划管培生,化妆品护肤品重度用户,451.12339775276564,热衷种草,350.9596672028676,喜欢研究化妆品成分,280.7677337622941,理性思维,229.6126952441129,抖音美妆博主的内容趋势,229.03413705196672,产品思维,143.6269587830622,化办公软件,50.406370741457565,审美力,29.32589176046228,极富团队合作精神,22.42495471118886,感染力,0.0
会计,财务收支计划,712.000312109794,兴趣爱好,683.5202996254025,资产管理,604.6422736344675,财务软件,529.9006162760751,职业操,527.141021938077,财务资格证书,440.3641588259953,独立学习,342.28650152556037,稳定性,286.07659978860227,国家会计法规,275.70247402883473,基本会计准则,266.37800396220143
体系工程师,金融产品架构,2289.7930037450974,设计逻辑,2003.56887827696,监管环境,1717.344752808823,独立推进项目,858.6723764044115,基础研究分析方法,751.8723295879427,产品同理心,701.7475076154134,嗅觉敏锐,660.736289637889,研究流程,626.560274656619,服务设计意识,615.1682696628625,行业视野,439.4059069020446
体验顾问,信息抽取,641.2735675869462,热情主动,571.6715233230639,业务分析,363.67275305909243,举止大方得体,285.8357616615319,形象好,156.75371667779092,销售意识,154.37254348381623,语言表达,107.7735581801175,服务意识足,99.73396781026925,普通话标准,94.77609962605538,电脑操作即,93.24592980058459
供应商质量管理,机械设计的原理,956.9284194755634,公差尺寸,683.5202996254025,品质工具,656.1794876403864,英语沟通,647.6465643754947,沟通协作,548.0154483882827,英文读写,516.8790097026617,半导体／光电子,430.0053069515211,写作方法,422.05555993048335,项目管理技术,409.78259954936965,项目管理理论,385.22505512598997
供应链管培生,英语听说,447.6627133273967,互联网平台,360.56690289563807,智能制造行业,180.28345144781906,富系统功能,136.70405992508051,英语四级通,88.0030643181713,奋斗精神,87.6842019182149,奢侈品,74.34168949114891,语言表达,69.73583176360546,实践经验,59.404255484508,处理管理,53.325051271606945
供应链管理,行业分析,756.8273995814362,勇于尝试新思路,695.7777515735847,新方法,521.8333136801886,项目计划,463.0504440576004,开拓进取,442.0827853974852,事业心,427.5842804277066,供应链业务,332.8545699623573,进取心,295.70429210780816,财务软件,294.52243049924203,中英文水平,256.5858020539307
供应链营运管理,自律性,1052.761525289867,沟通表达理,391.08697768803563,解决问题的意识,110.56864755582188,领导力,0.0,,,,,,,,,,,,
供应链运营工程师,区块链行业,2268.334794070609,以太坊,1176.631372926586,区块链建设理论,1047.250744783206,发展趋势,826.9226781368279,区块链技术原理,725.0197463883734,中英文沟通,552.511035671924,采购常识,490.5935577464186,产品项目流程,483.346497592249,exce,444.28819475651164,数据分析技能,290.84617037945645
保险销售,协调沟通,602.4169990086164,商务谈判,444.798329611883,研发课程,205.05608988762071,电子商务业务销售技巧,64.36719535594965,逻辑思考力,21.679714560554526,主动性,1.5794843047094091,积极向上,0.0,工作主动性,0.0,化办公软件,0.0,,
信息化咨询顾问,计算机办公软件,400.6195452429654,windows,182.42607628469585,主流操作系统基本,113.39685064812296,html5css,60.13035252256503,计算机软件,55.45369178011819,redis,51.95673982651053,化办公软件,50.406370741457565,linux操作命令4,44.38055834091464,事业心,43.40141192311307,解决问题的意识,40.161706062877045
信息顾问,风险控制,803.9500667022589,计算机办公常用软件,768.9603370785777,组织规划,719.3237438914948,决策判断,677.0105824861128,公司企业内控体系,637.2914878355175,客户投放需求,615.1682696628621,英语表达,583.6218593210451,基本会计准则,554.929471864279,各维度解读,463.8173461743802,展示表达,384.48016853928885
信用卡客服,前端框架,702.4710988179436,backbone,683.5202996254025,ajax,640.1217799099021,敬业度,463.22839893705265,html5css,327.98374103217293,jsp,287.052752232388,react技术栈,226.75467454667483,普通话标准,218.3970991383015,电脑操作即,208.43207837777732,面向对象思维,205.05608988762086
健康顾问,营销逻辑,512.6402247190518,选品眼光,497.9933611556504,眼视光,478.4642097377817,公共卫生,410.72246575704986,工作组织,275.23897779558615,中医病理,273.408119850161,图书策划方案,263.16414159662287,创新开拓精神,214.76284348867875,乐观主动,211.81440401388994,内容写作,204.62368552216986
