公司简称,公司全称,公司性质,公司规模,公司所在行业,JD数量,公司所在地_1,公司所在地_2,公司排序
科华,科华数据,股份制企业,2000人以上,通信/电子/硬件,78,福建,厦门,4
科大讯飞/科大讯飞股份,科大讯飞,股份制企业,2000人以上,游戏/软件/互联网,109,安徽,合肥,4
立白,立白集团,民营企业,2000人以上,百货/快消/批发/零售,36,广东,广州,2
第一创业,第一创业证券,股份制企业,500-2000人,投资/财会/经济/金融,98,,,2
米哈游,米哈游,股份制企业,500-2000人,游戏/软件/互联网,20,上海,上海,1
米未传媒,米未传媒,民营企业,150-500人,公关/传媒/展览/广告,29,北京,北京,1
天津红日药业股份/红日药业,红日药业,股份制企业,2000人以上,制药/健康/医疗/生物,50,全国,,4
绿城服务,绿城服务济南分公司,民营企业,2000人以上,房产/家居/物业/建筑,30,山东,济南,1
网宿科技,网宿科技,股份制企业,2000人以上,互联网/游戏/软件,23,上海市,市辖区,1
网易/网易有道,网易有道,民营企业,2000人以上,游戏/软件/互联网,207,浙江省/江苏省/北京市/四川/北京/安徽省,市辖区/南京市/杭州市/合肥市/北京,4
网易/网易有道,网易有道西安基地,民营企业,2000人以上,培训/教育,252,陕西,西安,4
网梯科技,网梯科技,民营企业,150-500人,互联网/游戏/软件,33,北京,北京,3
海天网联,网联,民营企业,150-500人,游戏/软件/互联网,70,北京,北京,2
网龙,网龙网络公司,民营企业,2000人以上,互联网/游戏/软件,28,福建省,福州市,1
美团点评,美团,民营企业,2000人以上,游戏/软件/互联网,38,北京/湖北,北京/武汉,1
美的置业,美的置业,民营企业,2000人以上,物业/家居/房产/建筑,31,广东/湖南/全国,佛山/长沙市,4
美的置业,美的置业广告公司,民营企业,150-500人,广告/传媒/公关/展览,13,全国,,4
联合利华,联合利华,中外合资企业/外资企业,2000人以上,化工/环保/能源/快消/百货/零售/批发,14,四川/上海,眉山/上海,1
联建,联建建设,民营企业,少于15人,物业/家居/房产/建筑,25,广东,广州,4
众联想/联想新视界科技,联想,民营企业,2000人以上,游戏/软件/互联网,21,北京,北京,4
联络互动,联络互动,股份制企业,500-2000人,互联网/游戏/软件,6,北京,北京,3
腾讯/腾讯影业/腾讯微视/腾讯游戏/腾讯课堂/腾讯金融科技,腾讯,民营企业,2000人以上,互联网/游戏/软件,5,四川,四川,4
自如,自如网,民营企业,2000人以上,家居/软件/建筑/互联网/物业/房产/游戏,73,北京/浙江省,北京/杭州市,2
致远互联,致远互联,民营企业,500-2000人,互联网/游戏/软件,24,北京,北京,2
芯原微电子,芯原,民营企业,500-2000人,电子/通信/硬件,98,四川,四川,1
苏宁易购,苏宁易购,民营企业,2000人以上,互联网/游戏/软件,35,广东省,深圳市,2
大禹网络,苏州大禹网络,民营企业,500-2000人,广告/传媒/公关/展览,36,江苏,苏州,1
英特,英特体育,外资企业,150-500人,快消/百货/批发/零售,28,广东省,深圳市,4
英科医疗,英科医疗,股份制企业/民营企业,2000人以上,制药/健康/医疗/生物,153,山东,淄博,1
菜鸟,菜鸟传媒,民营企业,15-50人,企业服务/咨询,33,天津,天津,4
菜鸟,菜鸟网络,民营企业,2000人以上,交通/贸易/物流,2,浙江,杭州,4
菜鸟,菜鸟网络供应链,民营企业,2000人以上,互联网/游戏/软件,3,江苏,南京,4
实习僧,萌想科技（实习僧）,民营企业,150-500人,游戏/软件/互联网,258,北京,北京,4
蓝月亮,蓝月亮,民营企业,2000人以上,化工/能源/环保/快消/百货/零售/批发,240,广东/全国,广州,2
蔚来,蔚来汽车,民营企业/外资企业,2000人以上,软件/互联网/汽车/机械/制造/游戏,114,浙江省/上海,宁波市/上海,1
蚂蚁金服,蚂蚁金服,民营企业,2000人以上,互联网/游戏/软件,12,浙江,杭州,1
融创中国控股/融创服务,融创,民营企业,2000人以上,物业/家居/房产/建筑,36,江苏,苏州,4
融创服务,融创服务,股份制企业/民营企业,2000人以上,物业/家居/房产/建筑,109,广东/上海,深圳/上海,1
融创服务,融创服务集团,民营企业,2000人以上,物业/家居/房产/建筑,53,江苏,无锡市,1
龙湖,西北龙湖智慧服务,民营企业,2000人以上,房产/家居/物业/建筑,34,陕西,西安,4
链家,西安链家,民营企业,2000人以上,房产/家居/物业/建筑,5,陕西,西安,1
西山居,西山居,民营企业,2000人以上,游戏/软件/互联网,898,广东/湖北省,珠海/武汉市,1
课观教育,课观教育,民营企业,500-2000人,教育/培训,15,北京,北京,2
贝壳找房/贝壳找房科技,贝壳找房,股份制企业/民营企业,2000人以上,物业/家居/房产/建筑,107,天津/山东/浙江/陕西,天津/杭州/青岛/西安,4
贝壳找房,贝壳找房南京站,民营企业,2000人以上,物业/家居/房产/建筑,8,江苏,南京,1
贝壳找房,贝壳找房苏州站,民营企业,2000人以上,房产/家居/物业/建筑,1,江苏,苏州,1
贝达药业,贝达药业,外资企业,500-2000人,医疗/健康/制药/生物,37,,,2
乐有家,贵阳市乐有家房产经纪有限公司龙慧苑分公司,民营企业,2000人以上,房产/家居/物业/建筑,67,贵州,贵阳,1
赛诺菲（中国）投资/赛诺菲（杭州）制药,赛诺,,50-150人,其他/农林牧渔,31,广东省/贵州省,贵阳市/广州市,4
趣加FunPlus,趣加,民营企业,150-500人,游戏/软件/互联网,93,全国,,1
软通动力,软通动力,外资企业/民营企业,2000人以上,硬件/软件/互联网/通信/电子/游戏,34,河北/北京,北京/张家口,4
软通动力,软通动力信息技术(集团)股份有限公司,民营企业,2000人以上,互联网/游戏/软件,4,北京,北京,4
信达生物制药（苏州）,达生,民营企业,500-2000人,广告/传媒/公关/展览,10,广东省,广州市,4
远光软件,远光软件,股份制企业,2000人以上,互联网/游戏/软件,73,湖北省,武汉市,2
迪安诊断,迪安诊断,民营企业,2000人以上,制药/健康/医疗/生物,168,江西/浙江,杭州/南昌,1
途虎养车,途虎养车,外资企业,2000人以上,互联网/游戏/软件,13,上海,上海,2
酷家乐,酷家乐,民营企业,500-2000人,互联网/游戏/软件,13,浙江,杭州,3
顺丰,金华顺丰,民营企业,2000人以上,交通/物流/贸易,58,浙江,金华,4
金地智慧服务,金地智慧服务上海分公司,民营企业,2000人以上,物业/家居/房产/建筑,23,上海,上海,1
金山,金山软件,外资企业,2000人以上,互联网/游戏/软件,52,湖北,武汉,4
金泰,金泰伦 ,民营企业,15-50人,游戏/软件/互联网,149,北京,北京,4
金科服务,金科服务,股份制企业/民营企业,2000人以上,物业/家居/房产/建筑,131,四川/陕西,泸州/西安,1
金科服务,金科服务重庆公司,民营企业,2000人以上,房产/家居/物业/建筑,63,重庆市,重庆,1
金融壹账通,金融壹账通,民营企业,2000人以上,金融/经济/投资/财会,13,上海,上海,2
银联商务,银联商务,民营企业,500-2000人,投资/财会/经济/金融,109,江苏省,南京市/苏州市,2
链家,链家,民营企业,2000人以上,物业/家居/房产/建筑,35,成都/北京/江苏,成都/北京/南京,1
链家,链家地产,民营企业/股份制企业/外资企业,2000人以上,物业/家居/房产/建筑,27,北京/吉林省/湖北/辽宁省,北京/长春市/大连市/武汉,1
龙湖,长春龙湖地产公司,股份制企业,2000人以上,房产/家居/物业/建筑,11,全国,,4
万科,长沙万科物业,民营企业,2000人以上,房产/家居/物业/建筑,16,湖南,长沙,1
尊宝比萨,长沙尊宝比萨,合伙企业,150-500人,餐饮/酒店/旅游/娱乐,2,湖南,长沙,2
龙湖,长沙龙湖,民营企业,50-150人,房产/家居/物业/建筑,14,湖南省,长沙市,4
阳普医疗,阳普医疗,股份制企业,500-2000人,制药/健康/医疗/生物,275,广东省,广州市,3
阿迪达斯,阿迪达斯商务 ,外资企业,150-500人,快消/百货/批发/零售,12,辽宁省,大连市,2
阿里云/阿里云教育,阿里云,股份制企业,2000人以上,互联网/游戏/软件,20,浙江,杭州,4
阿里巴巴,阿里巴巴,民营企业,2000人以上,游戏/软件/互联网,146,北京/浙江省/全国/浙江,北京/杭州/杭州市,1
阿里影业,阿里影业,民营企业,500-2000人,互联网/游戏/软件,6,北京,北京,1
陆金所,陆金所,股份制企业,500-2000人,金融/经济/投资/财会,78,上海,上海,1
陌陌,陌陌科技,民营企业,500-2000人,游戏/软件/互联网,489,北京,北京,4
隆平高科,隆平高科,股份制企业,2000人以上,其他/农林牧渔,54,湖南,长沙,2
雅生活,雅居乐雅生活,股份制企业,2000人以上,物业/家居/房产/建筑,120,广东省,广州市,1
雅生活,雅居乐雅生活集团,股份制企业,2000人以上,物业/家居/房产/建筑,72,广东,广州,1
雨润,雨润集团,股份制企业/民营企业,2000人以上,百货/快消/批发/零售,38,全国/江苏,南京,4
零跑汽车,零跑汽车,民营企业,2000人以上,制造/汽车/机械,338,浙江,杭州,1
顺丰/顺丰科技,顺丰,民营企业,2000人以上,交通/物流/贸易,518,广东省/江苏/广东/湖北省/新疆,惠州/鄂州市/无锡/深圳市/乌鲁木齐,4
顺丰,顺丰东莞 ,民营企业,2000人以上,交通/贸易/物流,32,广东省,东莞市,4
顺丰,顺丰丰享,民营企业,150-500人,互联网/游戏/软件,39,广东,深圳,4
顺丰,顺丰公司,民营企业,2000人以上,交通/贸易/物流,19,吉林,长春,4
顺丰,顺丰同城,民营企业,500-2000人,交通/贸易/物流,18,湖北,武汉,4
顺丰,顺丰同城科技,民营企业,500-2000人,互联网/游戏/软件,28,全国,,4
顺丰,顺丰快递,民营企业,2000人以上,交通/物流/贸易,31,江苏,南通,4
顺丰,顺丰速运,股份制企业/民营企业,2000人以上,交通/物流/不限/贸易,382,河北/广东/辽宁/福建/北京/安徽,泉州/厦门/中山市/北京/石家庄/廊坊/沈阳/合肥,4
顺丰,顺丰速运有限公司,民营企业,2000人以上,交通/贸易/物流,43,上海,上海,4
马应龙,马应龙,国有企业,150-500人,快消/百货/批发/零售,5,湖北,武汉,2
马蜂窝,马蜂窝,民营企业,500-2000人,游戏/软件/互联网,97,北京,北京,3
高顿网校,高顿,民营企业,2000人以上,培训/教育,23,广东,珠海,1
龙光,龙光服务,民营企业,2000人以上,房产/家居/物业/建筑,101,四川,四川,4
北京龙图游戏,龙图游戏,民营企业,500-2000人,游戏/软件/互联网,231,北京,北京,2
龙湖,龙湖地产,民营企业/外资企业,2000人以上,物业/家居/房产/建筑,33,河北省/江西省/湖北省/江苏,南京/武汉市/南昌市/石家庄市,4
龙湖,龙湖塘鹅租售,民营企业,2000人以上,房产/家居/物业/建筑,11,全国,,4
龙湖,龙湖智创生活,民营企业,2000人以上,物业/家居/房产/建筑,688,全国,,4
龙湖,龙湖物业 ,民营企业,2000人以上,物业/家居/房产/建筑,160,福建,福州,4
龙湖,龙湖集团,民营企业,2000人以上,物业/家居/房产/建筑,47,湖南/北京,北京/长沙,4
